#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-11-26T00:11:43 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5bfb3a191f9bc	
#INFO	-out.max=9999	
#INFO	queryParameters=31	
#-oc.form=dec
#-out.max=9999
#-nav=cat:J/ApJ/801/3&tab:{J/ApJ/801/3/table1}&key:source=J/ApJ/801/3&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/801/3/table1
#-order=I
#-out=KOI
#-out=KIC
#-out=Teff
#-out=log(g)
#-out=Prot
#-out=e_Prot
#-out=Rvar
#-out=LPH
#-out=w
#-out=D
#-out=N
#-out=C
#-out=G
#-out=T
#-out=F
#-out=R
#-out=M1
#-out=M2
#-out=Simbad
#Simbad=Simbad
#-out=_RA
#-out=_DE
#
#
#RESOURCE=yCat_18010003
#Name: J/ApJ/801/3
#Title: Rotation periods for Q3-Q14 KOIs (Mazeh+, 2015)
#Table	J_ApJ_801_3_table1:
#Name: J/ApJ/801/3/table1
#Title: Stellar rotational periods for the KOIs
#Column	KOI	(I4)	[1/6249] Kepler Object of Interest identifier	[ucd=meta.id;meta.main]
#Column	KIC	(I8)	Kepler Input Catalog identifier (V/133)	[ucd=meta.id]
#Column	Teff	(I5)	[3089/10949]? KIC effective temperature (1) [NULL integer written as an empty string]	[ucd=phys.temperature.effective]
#Column	log(g)	(F6.3)	[0.03/6.1]? KIC log surface gravity (1)	[ucd=phys.gravity]
#Column	Prot	(F6.2)	[0.08/154]? Rotational period	[ucd=time.period]
#Column	e_Prot	(F5.2)	[0/73]? The 1{sigma} uncertainty in Prot	[ucd=stat.error]
#Column	Rvar	(I5)	[-9999/96819]? Amplitude of modulation (-9999 if no reliable amplitude) [NULL integer written as an empty string]	[ucd=src.var.amplitude]
#Column	LPH	(F9.6)	[0.01/1.8]? The Local Peak Height value of the autocorrelation function (ACF)	[ucd=stat.fit.param]
#Column	w	(F9.6)	[0/1]? Assigned weight (the w value); see text	[ucd=stat.weight]
#Column	D	(I1)	[0/1] "1" if Dressing & Charbonneau 2013 (J/ApJ/767/95) parameters used (1)	[ucd=meta.code]
#Column	N	(I1)	[0/1] "1" if KIC values missing, so NASA Exoplanet Archive (NEA) parameters used (1)	[ucd=meta.code]
#Column	C	(I1)	[0/1] "1" if Centroid motion shows transit and rotational modulation on different stars	[ucd=meta.code]
#Column	G	(I1)	[0/1] "1" if star is likely a giant	[ucd=meta.code]
#Column	T	(I1)	[0/1] "1" if T_eff_ outside 3500-6500K	[ucd=meta.code]
#Column	F	(I1)	[0/1] "1" if false positive (EB) identified in this work	[ucd=meta.code]
#Column	R	(I1)	[0/1] "1" if rejected by visual examination stage	[ucd=meta.code]
#Column	M1	(I1)	[0/1] "1" if inconsistent detection in different quarters	[ucd=meta.code]
#Column	M2	(I1)	[0/1] "1" if inconsistent detection with not high enough peaks	[ucd=meta.code]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Position from KIC catalog (V/133) (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Position from KIC catalog (V/133) (declination part)	[ucd=pos.eq.dec;meta.main]
KOI|KIC|Teff|log(g)|Prot|e_Prot|Rvar|LPH|w|D|N|C|G|T|F|R|M1|M2|Simbad|_RA|_DE
4523| 8700895| 5477| 4.560| 52.80| 1.40| 1123| 0.105560| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|296.04425|+44.80529
4524| 5003670| 5703| 4.464| 21.87| 0.42| 2655| 0.523712| 0.353228|0|0|0|0|0|0|0|0|0|Simbad|289.54840|+40.16420
4526| 3765917| 5904| 4.594| 37.84| 8.41| 3005| 0.130327| 0.014516|0|0|0|0|0|0|0|0|1|Simbad|295.96893|+38.86717
4530|12647577| 5545| 4.535| 56.49|24.17| 1117| 0.155438| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.73434|+51.77096
4535| 3547760| 5129| 4.545| 88.53|21.01| 1735| 0.482302| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|292.25284|+38.60899
4541| 5511659| 5662| 4.487| 23.58| 3.84| 3114| 0.227635| 0.164434|0|0|0|0|0|0|0|0|1|Simbad|283.25119|+40.72311
4545|10140122| 4800| 4.641| 14.28| 1.17| 2317| 0.061258| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|291.45813|+47.15863
4546| 5033823| 5861| 4.574| 55.37| 5.15|  731| 0.115893| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|297.27325|+40.13676
4548| 3223433| 5263| 4.641| 17.71| 0.72| 1377| 0.027120| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|288.12555|+38.34743
4549| 6523058| 5562| 4.621| 54.35| 9.95| 2436| 0.383225| 0.137011|0|0|0|0|0|0|0|0|1|Simbad|292.02621|+41.98412
4550| 5977470| 4655| 4.570| 27.98| 0.67| 2063| 0.079049| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|296.45776|+41.26602
4551|11769689| 5841| 4.454| 51.05|18.79| 1190| 0.145228| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|295.09201|+49.94008
4554| 6369131| 5892| 4.640| 35.83|10.34|  923| 0.086022| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|293.43478|+41.71688
4556|10399321| 5540| 3.825| 57.57|13.02|  537| 0.180686| 0.005564|0|0|0|0|0|0|0|0|1|Simbad|289.61856|+47.55797
4557|10257229| 5960| 4.584| 68.71|10.79|  606| 0.298079| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|283.70471|+47.38529
4558| 5431027| 5390| 4.257|  9.48| 1.72| 1000| 0.026517| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|285.59543|+40.67972
4561| 7747457| 6063| 4.267|  0.90| 0.30|  661| 0.028874| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|289.87506|+43.42096
4563|10585749| 5474| 4.269| 98.85|22.70|  882| 0.146419| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|285.15942|+47.88274
4566|11650401| 5212| 4.736| 14.14| 0.17| 3081| 0.030839| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|284.87134|+49.77591
4567| 8332521| 5931| 4.447|  5.37| 0.13| 1414| 0.266905| 0.155016|0|0|0|0|0|0|0|0|1|Simbad|301.56284|+44.24039
4568|10407086| 5364| 4.115| 36.20| 1.44|  415| 0.068945| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|292.79254|+47.57672
4570| 4060229| 5839| 4.847| 81.53| 9.08| 1340| 0.180284| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|292.35605|+39.11945
4571| 6761777| 5769| 4.451| 42.89| 0.50| 1486| 0.349177| 0.132200|0|0|0|0|0|0|0|0|1|Simbad|286.35922|+42.22748
4575| 9893468| 6344| 4.119| 72.98|31.47|  527| 0.135795| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|292.93643|+46.75302
4577|10610039| 5854| 4.656| 36.93|10.68| 1438| 0.112039| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|295.67090|+47.83040
4580| 8628761| 6490| 3.989| 79.13|18.36|  442| 0.353336| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|293.37381|+44.72798
4581| 2572029| 5831| 4.336| 74.07|17.78|  855| 0.371459| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.60806|+37.80189
4582| 7905106| 5713| 4.033| 31.85|16.36|  226| 0.106413| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|296.33688|+43.60009
4583| 9007151| 5312| 5.029| 37.33| 4.65| 2687| 0.183161| 0.057065|0|0|0|0|0|0|0|0|1|Simbad|285.66843|+45.37477
4585| 9009036| 6309| 4.337|  9.37| 0.20|  606| 0.218462| 0.161024|0|0|0|0|0|0|0|0|1|Simbad|286.54364|+45.30487
4586|11506654| 5875| 4.589| 51.98| 9.60|  828| 0.283314| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|291.51758|+49.43462
4587| 5687700| 5734| 4.685| 52.82| 3.41| 2135| 0.158078| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|285.22415|+40.95893
4588| 8806985| 6483| 4.207| 13.43| 0.07|  584| 0.569620| 0.327853|0|1|0|0|0|0|0|0|0|Simbad|286.51355|+45.03804
4590|12204137| 5134| 4.518| 10.73| 2.82| 3124| 0.026799| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|288.87082|+50.81556
4591| 5389956| 5661| 4.639| 25.70| 6.51| 1964| 0.051235| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|298.54257|+40.51479
4595|12265786| 4867| 4.787| 37.39|12.36| 2200| 0.080768| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|295.41479|+50.97901
4597|10873178| 5808| 4.760| 23.23| 3.67| 1309| 0.072548| 0.091778|0|0|0|0|0|0|0|0|1|Simbad|296.36090|+48.21300
4601|11153476| 6036| 4.516| 17.02| 1.87|  843| 0.078226| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|298.43478|+48.70614
4602| 6144039| 5340| 4.994| 46.29| 1.18| 1056| 0.082345| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|297.23273|+41.43341
4603| 8430053| 6214| 4.368| 81.70|19.47| 1255| 0.386802| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|291.53922|+44.44706
4605|12458605| 5793| 4.481| 77.75| 4.67|  867| 0.244115| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.42307|+51.38873
4613|10220837| 5517| 4.427| 24.84| 1.32| 1596| 0.419692| 0.299951|0|0|0|0|0|0|0|0|0|Simbad|296.58755|+47.20716
4614| 7583650| 6265| 4.245| 27.70| 1.42|  871| 0.055315| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|281.73087|+43.28234
4617| 9701962| 6103| 4.594| 48.32| 2.56|  701| 0.136330| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|287.93719|+46.41849
4625|11519187| 4643| 4.626|  0.40| 0.01| 2872| 0.014253| 0.002149|0|0|0|0|0|0|0|0|1|Simbad|297.05902|+49.47850
4626| 3539231| 5672| 4.341|123.60| 1.83| 1699| 0.227280| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|289.90417|+38.65137
4627| 6311891| 5284| 4.607| 54.78|11.74| 1798| 0.359757| 0.120172|0|0|0|0|0|0|0|0|1|Simbad|298.75836|+41.63103
4630| 7834045| 5588| 4.478| 11.11| 0.92| 1505| 0.101268| 0.034231|0|0|0|0|0|0|0|0|1|Simbad|295.59735|+43.59640
4632| 6070337| 5276| 4.574|  4.80| 0.12| 2411| 0.095627| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|299.01312|+41.32931
4633| 5954001| 5725| 4.006| 15.20| 1.49|  861| 0.219641| 0.134825|0|0|0|0|0|0|0|0|1|Simbad|289.77954|+41.21441
4634| 8196226| 5961| 4.398| 16.61| 0.23| 1243| 0.321051| 0.233907|0|0|0|0|0|0|0|0|1|Simbad|300.64960|+44.05574
4636| 9773270| 5413| 4.527| 70.76| 9.87| 2008| 0.143096| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|292.98517|+46.50657
4637| 9457728| 6143| 4.379| 20.07| 6.00|  242| 0.174685| 0.053666|0|0|0|0|0|0|0|0|1|Simbad|288.59967|+46.03171
4640| 9412623| 6528| 4.326|      |     |     |         |         |0|0|0|0|1|0|0|0|0|Simbad|295.17538|+45.93091
4643|11655826| 5618| 4.501| 15.35| 0.01|11796| 1.315102| 0.666685|0|0|0|0|0|0|0|0|0|Simbad|288.44839|+49.71403
4644| 1721157| 4968| 4.630| 11.86| 0.02|10732| 1.021859| 0.559212|0|0|0|0|0|0|0|0|0|Simbad|291.45734|+37.20684
4647| 9947653| 5116| 3.870| 53.14|13.12| 1007| 0.254210| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.25931|+46.88511
4649| 4750669| 5420| 4.702| 21.14| 0.24|10487| 0.990243| 0.571057|0|0|0|0|0|0|0|0|0|Simbad|292.96661|+39.89964
4650| 9824928| 4231| 4.563| 34.94| 4.15| 2748| 0.235138| 0.128371|0|0|0|0|0|0|0|0|1|Simbad|289.05286|+46.67593
4651| 6717252| 5431| 4.343| 16.46| 0.12| 5330| 0.952072| 0.604750|0|0|0|0|0|0|0|0|0|Simbad|298.08716|+42.16435
4653|11181260| 6155| 4.614| 45.14| 3.54|  655| 0.128558| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|286.56033|+48.89305
4655| 2558163| 5704| 4.634| 28.40| 1.98| 2382| 0.071768| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|287.06534|+37.89948
4656| 8107611| 6422| 4.144| 13.77| 0.07| 1148| 0.966752| 0.513921|0|0|0|0|0|0|0|0|0|Simbad|295.24191|+43.97260
4657| 6527078| 5187| 4.598| 77.22| 6.12|  694| 0.195277| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|293.29279|+41.99759
4659| 2857607| 5617| 4.683| 23.94| 0.74| 1397| 0.296782| 0.217588|0|0|0|0|0|0|0|0|1|Simbad|292.51468|+38.02206
4661| 5962262| 4829| 4.638|  5.45| 0.01| 1301| 0.633904| 0.353515|0|0|0|0|0|0|0|0|0|Simbad|292.46387|+41.29907
4663| 7515336| 5433| 4.195| 52.37|15.72|  414| 0.100616| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|287.67059|+43.19724
4666|11337012| 5338| 4.502| 49.42| 8.48| 2218| 0.250531| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|284.04172|+49.13820
4667| 8359569| 6220| 4.534| 80.01|29.28| 2050| 0.105934| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|289.63535|+44.37971
4670| 9837828| 4815| 4.447| 11.86| 0.04|19348| 1.161045| 0.621750|0|0|0|0|0|0|0|0|0|Simbad|294.58066|+46.61059
4674| 6839010| 5551| 4.342| 50.35| 4.75|  728| 0.271978| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|282.58282|+42.34635
4676| 4953173| 5655| 3.821|  3.42| 0.12| 1368| 0.168217| 0.052887|0|0|0|0|0|0|0|0|1|Simbad|298.74335|+40.07214
4680| 4587135| 5556| 4.770| 54.49|15.02| 2631| 0.269400| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|297.59964|+39.62634
4686| 5819801| 5392| 4.174| 36.03| 2.06|  599| 0.483437| 0.263163|0|0|0|0|0|0|0|0|0|Simbad|298.90576|+41.04261
4691| 9773980| 5761| 4.500| 77.99|11.10| 1096| 0.253820| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|293.28015|+46.56009
4693| 8417078| 5862| 4.439| 27.20| 6.40|  481| 0.050094| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|285.70346|+44.42200
4694| 9457948| 5991| 4.544| 25.29| 2.75| 1176| 0.055483| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|288.70859|+46.01819
4698|10663738| 6185| 4.454|  8.92| 0.76| 1033| 0.041177| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|291.12744|+47.93880
4699| 7891294| 6114| 4.509| 10.40| 0.37|  425| 0.144119| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|291.88797|+43.64981
4700| 9413156| 5302| 4.675| 12.87| 0.69| 2485| 0.036221| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|295.36145|+45.91484
4705| 5642688| 5518| 4.431| 38.82| 3.47| 1761| 0.069517| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|297.60236|+40.80322
4706|10026502| 5924| 4.410|108.26| 1.44|  661| 0.131192| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|297.27087|+46.92842
4709| 2303903| 5260| 4.724| 53.95| 7.45| 3818| 0.099881| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|291.64294|+37.63241
4710| 9278216| 5727| 4.733| 76.18| 4.06| 2312| 0.166347| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.73770|+45.72537
4711| 8355131| 5420| 4.815| 11.47| 0.07| 2003| 0.512713| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|287.50766|+44.31424
4713| 5253802| 5780| 4.438| 14.50| 1.85| 1547| 0.119545| 0.074578|0|1|0|0|0|0|0|0|1|Simbad|283.83884|+40.42197
4714|12554634| 5178| 4.729| 36.15| 6.03| 2230| 0.064300| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|289.18149|+51.56254
4715| 6264750| 6015| 4.297| 58.28|16.40|  862| 0.206809| 0.000000|0|1|0|0|0|0|0|1|0|Simbad|283.57269|+41.69573
4716|11290515| 5929| 4.340| 14.87| 1.44|  430| 0.205051| 0.167056|0|0|0|0|0|0|0|0|1|Simbad|288.34488|+49.02194
4717| 4902202| 5412| 4.492| 35.57| 3.52| 2637| 0.106342| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|283.69351|+40.01802
4725| 7778621| 4788| 3.937| 42.21| 4.69| 2073| 0.267159| 0.119161|0|0|0|0|0|0|0|0|1|Simbad|299.13779|+43.49864
4730| 8752940| 4892| 4.201| 10.41| 0.02|16021| 1.104371| 0.588834|0|0|0|0|0|0|0|0|0|Simbad|291.58875|+44.90751
4733| 9021075| 4829| 4.570| 17.35| 0.12| 3035| 0.111159| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|291.50812|+45.37016
4735|11338056| 4847| 4.676| 58.09| 1.35| 1650| 0.238788| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|284.76093|+49.14198
4737| 7266212| 5937| 4.543| 29.48| 2.61| 1391| 0.118248| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|286.21729|+42.86092
4742| 4138008| 4412| 4.469| 48.66| 1.32| 2004| 0.252293| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|285.36658|+39.28008
4743| 6468904| 5459| 4.609|  5.45| 0.00|22715| 1.710819| 0.769763|0|0|0|0|0|0|0|0|0|Simbad|298.68402|+41.83149
4744| 5709906| 5649| 4.552| 52.88| 7.90|  618| 0.259589| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|293.17435|+40.95081
4745|11757451| 4761| 4.676| 46.71|13.10| 3345| 0.131348| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|288.61053|+49.96863
4747| 8047428| 6074| 4.487| 73.51| 4.07| 1418| 0.110721| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|297.58850|+43.84122
4748|11513486| 5794| 4.590| 17.23| 0.43| 4907| 0.704405| 0.468880|0|0|0|0|0|0|0|0|0|Simbad|294.78433|+49.49210
4749| 6520519| 5529| 4.546| 71.55|41.14| 1707| 0.152089| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|291.21164|+41.98560
4750| 5308296| 5461| 4.726|  4.77| 0.01| 3508| 0.135183| 0.016902|0|0|0|0|0|0|0|0|1|Simbad|299.49188|+40.47248
4754|10291589| 5829| 4.742| 43.35| 4.16| 1842| 0.072985| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|297.90527|+47.33683
4755|10118266| 5230| 4.594| 19.22| 0.05| 8080| 1.090377| 0.624436|0|0|0|0|0|0|0|0|0|Simbad|280.66519|+47.11406
4756| 5695615| 6105| 4.449| 19.16| 0.60| 1471| 0.028917| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|288.61057|+40.92474
4758| 8938937| 5397| 4.676| 36.51| 0.93| 3018| 0.051925| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|285.80185|+45.21683
4759| 7949593| 5730| 4.386| 67.34|13.80| 1375| 0.280840| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|287.77301|+43.73391
4762| 7098255| 4426| 4.550| 36.92| 0.73| 5210| 0.618792| 0.381366|0|0|0|0|0|0|0|0|0|Simbad|284.61008|+42.68743
4763| 8349399| 5699| 4.353| 32.02| 7.59|  737| 0.095431| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|284.38248|+44.30823
4764| 6043562| 5055| 4.624| 70.10|10.81| 2483| 0.218959| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|292.18646|+41.32804
4765|10615440| 6223| 4.336|  8.51| 0.22|  661| 0.282378| 0.242692|0|0|0|0|0|0|0|0|1|Simbad|297.32889|+47.81547
4766| 4919550| 5052| 4.562| 44.58| 9.07| 1500| 0.174652| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.46756|+40.05644
4768|10221505| 5069| 4.621| 46.42|12.05| 2069| 0.172004| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|296.78934|+47.23453
4771|11658036| 6443| 4.334| 64.63| 4.67|  926| 0.219358| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|289.68073|+49.74583
4772| 8397947| 5539| 4.687|  3.19| 0.06| 2948| 0.397606| 0.224390|0|0|0|0|0|0|0|0|1|Simbad|301.57855|+44.31218
4773| 7906892| 5883| 4.241| 19.20| 0.19|  573| 0.272759| 0.192612|0|0|0|0|0|0|0|0|1|Simbad|296.84320|+43.69744
4774| 4277304| 5285| 4.467| 30.73| 3.74| 1889| 0.499092| 0.314731|0|1|0|0|0|0|0|0|0|Simbad|295.12238|+39.39103
4775| 8626325| 5148| 3.867|125.65|41.25|-9999| 0.439461| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|292.40323|+44.78201
4776| 8054719| 5699| 4.444| 61.23|25.85| 1622| 0.075377| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|299.34955|+43.85030
4780| 3849187| 5413| 4.794| 13.81| 0.05|24016| 1.319252| 0.691979|0|0|0|0|0|0|0|0|0|Simbad|291.13574|+38.90543
4782| 8973285| 5773| 4.591|  3.53| 0.18| 2493| 0.030098| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|297.94870|+45.25504
4790| 8328916| 5857| 4.354| 14.89| 1.09| 1256| 0.047341| 0.089102|0|0|0|0|0|0|0|0|1|Simbad|300.58502|+44.21310
4792|11618569| 5973| 4.549| 16.13| 0.12| 1491| 0.228618| 0.170968|0|0|0|0|0|0|0|0|1|Simbad|295.57159|+49.60748
4793| 6220312| 5610| 4.519| 43.03| 8.92| 1753| 0.126939| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|296.12253|+41.56114
4794| 6358937| 5133| 4.264| 30.35| 0.96| 1083| 0.192491| 0.117099|0|0|0|0|0|0|0|0|1|Simbad|290.09427|+41.74278
4797| 7771181| 4637| 4.486| 13.08| 0.07| 6281| 1.246349| 0.668704|0|0|0|0|0|0|0|0|0|Simbad|297.34842|+43.42122
4799| 8278073| 5664| 4.297| 41.56| 4.05| 1422| 0.148062| 0.021158|0|0|0|0|0|0|0|0|1|Simbad|281.55267|+44.22853
4801|10810859| 5977| 4.523| 41.88| 8.35| 1503| 0.162202| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|296.82895|+48.17328
4803| 4473613| 5577| 4.525| 10.16| 0.09|10769| 1.081909| 0.631475|0|0|0|0|0|0|0|0|0|Simbad|294.08270|+39.55610
4804|10676750| 5854| 4.843| 68.35| 2.55| 1654| 0.222386| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|296.09842|+47.99270
4810| 4270799| 5574| 4.764| 28.23| 2.52| 1783| 0.089796| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|293.65369|+39.31641
4811| 8811490| 5539| 4.070| 16.59| 3.28| 1643| 0.204394| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|288.85754|+45.09769
4815| 7287677| 5680| 4.587| 49.91| 6.31| 1245| 0.153834| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|293.54733|+42.82844
4818| 9459162| 6660| 4.315|      |     |     |         |         |0|0|0|0|1|0|0|0|0|Simbad|289.34830|+46.05468
4820| 9969287| 5744| 4.743| 42.20|19.38| 2236| 0.119144| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|298.38007|+46.88940
4822| 9702945| 5946| 4.495| 77.74| 2.22|  664| 0.129790| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|288.50702|+46.40671
4823|11401253| 5343| 3.817| 16.29| 0.37|10379| 1.021271| 0.629316|0|0|0|0|0|0|0|0|0|Simbad|290.99005|+49.23313
4826|10549902| 5899| 4.442|  4.92| 0.45|  951| 0.063652| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|297.21347|+47.77543
4827| 5651846| 5469| 4.557| 48.32|10.39| 2377| 0.246937| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|299.46869|+40.82999
4829|12401132| 6161| 4.358|  0.30| 0.02|  914| 0.041715| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|287.70197|+51.22973
4833|10584140| 5714| 4.192| 73.61| 5.42|  881| 0.260599| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|284.31693|+47.88711
4834| 8233326| 4917| 3.625|      |     |     |         |         |0|0|0|1|0|0|0|0|0|Simbad|291.79465|+44.19353
4837| 5645170| 5352| 4.750| 54.87| 3.91| 2153| 0.149053| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|298.12167|+40.81358
4838| 8216763| 4214| 4.674| 35.21| 0.13| 7310| 0.976158| 0.523542|0|0|0|0|0|0|0|0|0|Simbad|284.26859|+44.19754
4839| 9110610| 5930| 3.796| 78.85|12.15|  685| 0.286807| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|298.40958|+45.46164
4840| 6665860| 5708| 4.563| 84.06| 4.56| 1312| 0.174456| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|282.09314|+42.16027
4848| 9005321| 4087| 4.622| 40.21| 8.77| 2999| 0.419061| 0.265815|0|0|0|0|0|0|1|0|0|Simbad|284.76764|+45.34123
4849| 2976017| 5293| 4.745| 48.40| 8.63| 1193| 0.174382| 0.018214|0|0|0|0|0|0|0|0|1|Simbad|287.81729|+38.19481
4850| 6786224| 5583| 4.542| 24.96| 1.40|  940| 0.211103| 0.154483|0|0|0|0|0|0|0|0|1|Simbad|294.33328|+42.26413
4852|11072016| 5662| 4.445| 39.99|12.12| 1118| 0.107594| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|284.94226|+48.66651
4854| 8360041| 5215| 4.569| 32.33| 1.81| 1686| 0.188394| 0.118208|0|0|0|0|0|0|0|0|1|Simbad|289.80804|+44.36252
4855| 9827596| 6076| 4.784| 11.53| 0.07| 3511| 0.721087| 0.479802|0|0|0|0|0|0|0|0|0|Simbad|290.36142|+46.66133
4857| 2860656| 5754| 4.506| 53.18| 1.89| 2439| 0.103862| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|293.17578|+38.04202
4859| 7094944| 4641| 4.388| 27.65| 0.52| 5552| 0.718721| 0.487130|0|0|0|0|0|0|0|0|0|Simbad|283.06223|+42.62900
4862|11973517| 4268| 4.584| 36.35| 3.86| 3649| 0.382151| 0.278012|0|0|0|0|0|0|0|0|0|Simbad|296.59799|+50.35665
4864| 7345248| 5657| 4.255| 67.03| 8.41|  721| 0.278408| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|285.45886|+42.93105
4871| 6767227| 6268| 4.279| 81.33|11.72|  539| 0.471631| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|288.52902|+42.27626
4875| 2986833| 3735| 4.779| 30.30| 0.16| 7901| 0.988529| 0.584016|1|0|0|0|0|0|0|0|0|Simbad|290.78214|+38.18779
4877| 9581589| 6094| 4.603| 29.16| 2.60|  909| 0.046347| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|288.97183|+46.26520
